"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02148V02965","Type of Animal","C02196V04140","Region","UNIT","VALUE"
"AAA09","Number of Livestock in June","2020","2020","0135","Cattle: under 1 year","IE063","Midland","000 Head","251.2"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","-","State","000 Head","1013.2"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","IE04","Northern and Western","000 Head","262.7"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","IE041","Border","000 Head","122.6"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","IE042","West","000 Head","140.1"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","IE05","Southern","000 Head","536"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","IE051","Mid-West","000 Head","211.9"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","IE052","South-East","000 Head","140.7"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","IE053","South-West","000 Head","183.4"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","IE06","Eastern and Midland","000 Head","214.5"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","IE06106","Dublin and Mid-East","000 Head","89.8"
"AAA09","Number of Livestock in June","2020","2020","01351","Cattle male: under 1 year","IE063","Midland","000 Head","124.7"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","-","State","000 Head","1103.9"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","IE04","Northern and Western","000 Head","268.8"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","IE041","Border","000 Head","126.5"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","IE042","West","000 Head","142.3"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","IE05","Southern","000 Head","606.9"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","IE051","Mid-West","000 Head","215.4"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","IE052","South-East","000 Head","160.5"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","IE053","South-West","000 Head","231"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","IE06","Eastern and Midland","000 Head","228.1"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","IE06106","Dublin and Mid-East","000 Head","101.6"
"AAA09","Number of Livestock in June","2020","2020","01352","Cattle female: under 1 year","IE063","Midland","000 Head","126.5"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","-","State","000 Head","2264.9"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","IE04","Northern and Western","000 Head","560.7"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","IE041","Border","000 Head","248.6"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","IE042","West","000 Head","312.1"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","IE05","Southern","000 Head","1171.4"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","IE051","Mid-West","000 Head","482.3"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","IE052","South-East","000 Head","317.5"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","IE053","South-West","000 Head","371.6"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","IE06","Eastern and Midland","000 Head","532.8"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","IE06106","Dublin and Mid-East","000 Head","233.9"
"AAA09","Number of Livestock in June","2020","2020","0136","Total cattle: male","IE063","Midland","000 Head","298.9"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","-","State","000 Head","5049.7"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","IE04","Northern and Western","000 Head","1204.4"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","IE041","Border","000 Head","567.4"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","IE042","West","000 Head","637"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","IE05","Southern","000 Head","2789.1"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","IE051","Mid-West","000 Head","970.5"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","IE052","South-East","000 Head","735.5"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","IE053","South-West","000 Head","1083.1"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","IE06","Eastern and Midland","000 Head","1056.1"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","IE06106","Dublin and Mid-East","000 Head","484.9"
"AAA09","Number of Livestock in June","2020","2020","0137","Total cattle: female","IE063","Midland","000 Head","571.2"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","-","State","000 Head","5520.2"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","IE04","Northern and Western","000 Head","2810.8"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","IE041","Border","000 Head","1300.4"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","IE042","West","000 Head","1510.3"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","IE05","Southern","000 Head","1493.8"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","IE051","Mid-West","000 Head","236.1"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","IE052","South-East","000 Head","540.7"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","IE053","South-West","000 Head","717"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","IE06","Eastern and Midland","000 Head","1215.6"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","IE06106","Dublin and Mid-East","000 Head","841.8"
"AAA09","Number of Livestock in June","2020","2020","02","Total sheep","IE063","Midland","000 Head","373.9"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","-","State","000 Head","2836.7"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","IE04","Northern and Western","000 Head","1454.1"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","IE041","Border","000 Head","671.8"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","IE042","West","000 Head","782.3"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","IE05","Southern","000 Head","778.9"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","IE051","Mid-West","000 Head","117.4"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","IE052","South-East","000 Head","267.8"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","IE053","South-West","000 Head","393.7"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","IE06","Eastern and Midland","000 Head","603.7"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","IE06106","Dublin and Mid-East","000 Head","426.5"
"AAA09","Number of Livestock in June","2020","2020","021","Breeding sheep","IE063","Midland","000 Head","177.2"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","-","State","000 Head","2753.1"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","IE04","Northern and Western","000 Head","1410.5"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","IE041","Border","000 Head","650.8"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","IE042","West","000 Head","759.7"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","IE05","Southern","000 Head","757.6"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","IE051","Mid-West","000 Head","113.7"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","IE052","South-East","000 Head","260.1"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","IE053","South-West","000 Head","383.9"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","IE06","Eastern and Midland","000 Head","585"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","IE06106","Dublin and Mid-East","000 Head","413.6"
"AAA09","Number of Livestock in June","2020","2020","0211","Ewes","IE063","Midland","000 Head","171.4"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","-","State","000 Head","2115.2"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","IE04","Northern and Western","000 Head","1082.5"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","IE041","Border","000 Head","500"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","IE042","West","000 Head","582.4"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","IE05","Southern","000 Head","591.5"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","IE051","Mid-West","000 Head","87.9"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","IE052","South-East","000 Head","199"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","IE053","South-West","000 Head","304.6"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","IE06","Eastern and Midland","000 Head","441.2"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","IE06106","Dublin and Mid-East","000 Head","310.9"
"AAA09","Number of Livestock in June","2020","2020","02111","Ewes: 2 years and over","IE063","Midland","000 Head","130.3"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","-","State","000 Head","637.9"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","IE04","Northern and Western","000 Head","328.1"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","IE041","Border","000 Head","150.8"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","IE042","West","000 Head","177.2"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","IE05","Southern","000 Head","166.1"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","IE051","Mid-West","000 Head","25.8"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","IE052","South-East","000 Head","61.1"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","IE053","South-West","000 Head","79.2"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","IE06","Eastern and Midland","000 Head","143.7"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","IE06106","Dublin and Mid-East","000 Head","102.7"
"AAA09","Number of Livestock in June","2020","2020","02112","Ewes: under 2 years","IE063","Midland","000 Head","41"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","-","State","000 Head","83.6"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","IE04","Northern and Western","000 Head","43.6"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","IE041","Border","000 Head","21"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","IE042","West","000 Head","22.6"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","IE05","Southern","000 Head","21.3"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","IE051","Mid-West","000 Head","3.7"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","IE052","South-East","000 Head","7.7"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","IE053","South-West","000 Head","9.8"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","IE06","Eastern and Midland","000 Head","18.7"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","IE06106","Dublin and Mid-East","000 Head","12.9"
"AAA09","Number of Livestock in June","2020","2020","0212","Rams","IE063","Midland","000 Head","5.8"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","-","State","000 Head","2683.5"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","IE04","Northern and Western","000 Head","1356.7"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","IE041","Border","000 Head","628.6"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","IE042","West","000 Head","728"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","IE05","Southern","000 Head","714.9"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","IE051","Mid-West","000 Head","118.7"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","IE052","South-East","000 Head","272.9"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","IE053","South-West","000 Head","323.3"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","IE06","Eastern and Midland","000 Head","611.9"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","IE06106","Dublin and Mid-East","000 Head","415.3"
"AAA09","Number of Livestock in June","2020","2020","022","Other sheep","IE063","Midland","000 Head","196.7"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","-","State","000 Head","1582.5"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","IE04","Northern and Western","000 Head","409.6"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","IE041","Border","000 Head","379.9"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","IE042","West","000 Head","29.7"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","IE05","Southern","000 Head","738.4"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","IE051","Mid-West","000 Head","153.7"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","IE052","South-East","000 Head","264.1"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","IE053","South-West","000 Head","320.6"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","IE06","Eastern and Midland","000 Head","434.5"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","IE06106","Dublin and Mid-East","000 Head","111.5"
"AAA09","Number of Livestock in June","2020","2020","03","Total pigs","IE063","Midland","000 Head","323"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","-","State","000 Head","150.2"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","IE04","Northern and Western","000 Head","37.8"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","IE041","Border","000 Head","35.4"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","IE042","West","000 Head","2.4"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","IE05","Southern","000 Head","65.8"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","IE051","Mid-West","000 Head","14"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","IE052","South-East","000 Head","22.4"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","IE053","South-West","000 Head","29.4"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","IE06","Eastern and Midland","000 Head","46.6"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","IE06106","Dublin and Mid-East","000 Head","10.2"
"AAA09","Number of Livestock in June","2020","2020","031","Breeding pigs","IE063","Midland","000 Head","36.3"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","-","State","000 Head","149.2"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","IE04","Northern and Western","000 Head","37.5"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","IE041","Border","000 Head","35.2"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","IE042","West","000 Head","2.4"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","IE05","Southern","000 Head","65.3"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","IE051","Mid-West","000 Head","13.9"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","IE052","South-East","000 Head","22.3"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","IE053","South-West","000 Head","29.2"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","IE06","Eastern and Midland","000 Head","46.3"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","IE06106","Dublin and Mid-East","000 Head","10.1"
"AAA09","Number of Livestock in June","2020","2020","0311","Female breeding pigs","IE063","Midland","000 Head","36.2"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","-","State","000 Head","1"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","IE04","Northern and Western","000 Head","0.3"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","IE041","Border","000 Head","0.2"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","IE042","West","000 Head","0"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","IE05","Southern","000 Head","0.5"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","IE051","Mid-West","000 Head","0.1"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","IE052","South-East","000 Head","0.2"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","IE053","South-West","000 Head","0.2"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","IE06","Eastern and Midland","000 Head","0.3"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","IE06106","Dublin and Mid-East","000 Head","0.1"
"AAA09","Number of Livestock in June","2020","2020","0312","Boars","IE063","Midland","000 Head","0.2"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","-","State","000 Head","1432.3"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","IE04","Northern and Western","000 Head","371.8"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","IE041","Border","000 Head","344.5"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","IE042","West","000 Head","27.3"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","IE05","Southern","000 Head","672.6"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","IE051","Mid-West","000 Head","139.8"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","IE052","South-East","000 Head","241.7"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","IE053","South-West","000 Head","291.2"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","IE06","Eastern and Midland","000 Head","388"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","IE06106","Dublin and Mid-East","000 Head","101.3"
"AAA09","Number of Livestock in June","2020","2020","032","Other pigs","IE063","Midland","000 Head","286.7"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","-","State","000 Head","975.1"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","IE04","Northern and Western","000 Head","260.8"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","IE041","Border","000 Head","241.5"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","IE042","West","000 Head","19.3"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","IE05","Southern","000 Head","436"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","IE051","Mid-West","000 Head","89.3"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","IE052","South-East","000 Head","163.5"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","IE053","South-West","000 Head","183.2"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","IE06","Eastern and Midland","000 Head","278.3"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","IE06106","Dublin and Mid-East","000 Head","75.4"
"AAA09","Number of Livestock in June","2020","2020","0321","Other pigs: 20kg and over","IE063","Midland","000 Head","202.9"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","-","State","000 Head","457.3"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","IE04","Northern and Western","000 Head","111"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","IE041","Border","000 Head","103"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","IE042","West","000 Head","8"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","IE05","Southern","000 Head","236.6"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","IE051","Mid-West","000 Head","50.5"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","IE052","South-East","000 Head","78.2"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","IE053","South-West","000 Head","107.9"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","IE06","Eastern and Midland","000 Head","109.7"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","IE06106","Dublin and Mid-East","000 Head","25.9"
"AAA09","Number of Livestock in June","2020","2020","0322","Other pigs: under 20kg","IE063","Midland","000 Head","83.8"
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","-","State","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","04","Total poultry","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","-","State","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","041","Ordinary fowl","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","-","State","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","IE052","South-East","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","IE053","South-West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","IE06","Eastern and Midland","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","IE06106","Dublin and Mid-East","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","042","Other fowl","IE063","Midland","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","-","State","000 Head","88.3"
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","IE04","Northern and Western","000 Head","28.1"
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","IE041","Border","000 Head","10.2"
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","IE042","West","000 Head","17.9"
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","IE05","Southern","000 Head","40.5"
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","IE051","Mid-West","000 Head","15.9"
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","IE052","South-East","000 Head","13.3"
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","IE053","South-West","000 Head","11.4"
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","IE06","Eastern and Midland","000 Head","19.7"
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","IE06106","Dublin and Mid-East","000 Head","12.7"
"AAA09","Number of Livestock in June","2020","2020","05","Total horses and ponies","IE063","Midland","000 Head","7"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","-","State","000 Head","10"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","IE04","Northern and Western","000 Head","5.4"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","IE041","Border","000 Head","1.9"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","IE042","West","000 Head","3.5"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","IE05","Southern","000 Head","3.5"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","IE051","Mid-West","000 Head","1.4"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","IE052","South-East","000 Head","0.4"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","IE053","South-West","000 Head","1.6"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","IE06","Eastern and Midland","000 Head","1.1"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","IE06106","Dublin and Mid-East","000 Head","0.6"
"AAA09","Number of Livestock in June","2020","2020","06","Total mules, jennets and asses","IE063","Midland","000 Head","0.5"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","-","State","000 Head","8.8"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","IE04","Northern and Western","000 Head","3.1"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","IE041","Border","000 Head","2"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","IE042","West","000 Head","1.2"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","IE05","Southern","000 Head","3"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","IE051","Mid-West","000 Head","1.4"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","IE052","South-East","000 Head","0.7"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","IE053","South-West","000 Head","1"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","IE06","Eastern and Midland","000 Head","2.7"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","IE06106","Dublin and Mid-East","000 Head","1.5"
"AAA09","Number of Livestock in June","2020","2020","07","Total goats","IE063","Midland","000 Head","1.1"
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","-","State","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","IE04","Northern and Western","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","IE041","Border","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","IE042","West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","IE05","Southern","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","IE051","Mid-West","000 Head",""
"AAA09","Number of Livestock in June","2020","2020","08","Total farmed deer","IE052","South-East","000 Head",""
